"id","fecha","activo","precio","volumen","cambio","sector"
1698,"2024-06-01","GOOG","440.14",1497,"-2.29","Tech"
1699,"2024-05-27","AMZN","262.84",4019,"-1.54","Tech"
1700,"2024-04-21","AMZN","653.60",3400,"-3.36","Retail"
1701,"2024-04-08","TSLA","541.17",5854,"1.53","Auto"
1702,"2024-04-18","AAPL","253.09",8224,"-2.22","Auto"
1703,"2024-05-15","AAPL","695.37",5180,"-1.62","Tech"
1704,"2024-04-19","GOOG","820.09",9368,"1.84","Retail"
1705,"2024-02-29","MSFT","598.79",5415,"-0.28","Tech"
1706,"2024-04-22","GOOG","836.58",5899,"2.68","Auto"
1707,"2024-06-17","AAPL","327.39",4010,"-1.70","Auto"
1708,"2024-02-22","AMZN","885.35",3056,"-2.66","Retail"
1709,"2024-06-28","TSLA","820.23",2648,"4.88","Auto"
1710,"2024-04-14","AAPL","317.94",6709,"4.19","Auto"
1711,"2024-03-09","GOOG","524.12",1299,"0.94","Auto"
1712,"2024-06-06","TSLA","818.47",8526,"2.96","Auto"
1713,"2024-05-23","TSLA","611.65",7763,"-4.88","Tech"
1714,"2024-06-01","AAPL","848.53",6357,"3.92","Auto"
1715,"2024-04-14","GOOG","241.67",10694,"-3.94","Retail"
1716,"2024-04-03","MSFT","414.90",5261,"-4.04","Retail"
1717,"2024-04-07","GOOG","567.33",4129,"-1.41","Tech"
1718,"2024-02-06","GOOG","131.81",5378,"-4.34","Auto"
1719,"2024-05-04","TSLA","299.95",6884,"-2.43","Retail"
1720,"2024-05-04","AMZN","617.65",10539,"4.00","Auto"
1721,"2024-04-25","MSFT","633.92",2728,"3.43","Tech"
1722,"2024-03-17","MSFT","339.76",1463,"3.27","Auto"
1723,"2024-06-22","GOOG","199.51",10000,"1.44","Tech"
1724,"2024-03-02","GOOG","834.85",2721,"-1.40","Tech"
1725,"2024-04-05","GOOG","240.51",6552,"-1.22","Auto"
1726,"2024-03-22","MSFT","922.23",10088,"0.16","Retail"
1727,"2024-05-22","AAPL","806.92",7678,"3.17","Auto"
1728,"2024-03-04","GOOG","117.21",10190,"-0.71","Retail"
1729,"2024-02-19","GOOG","601.01",3565,"-3.70","Auto"
1730,"2024-03-22","TSLA","159.54",5114,"-1.35","Auto"
1731,"2024-04-25","GOOG","810.83",10273,"0.16","Auto"
1732,"2024-06-02","GOOG","810.45",4877,"-1.01","Retail"
1733,"2024-06-17","TSLA","427.27",7648,"3.53","Retail"
1734,"2024-04-12","GOOG","318.21",6328,"3.89","Auto"
1735,"2024-05-04","AAPL","595.97",5841,"1.28","Retail"
1736,"2024-06-26","AAPL","713.17",3449,"2.44","Auto"
1737,"2024-01-11","TSLA","261.43",4199,"-1.67","Tech"
1738,"2024-06-05","MSFT","483.52",9302,"-3.95","Auto"
1739,"2024-02-28","TSLA","533.15",3184,"2.28","Tech"
1740,"2024-03-18","MSFT","517.32",10763,"-1.66","Tech"
1741,"2024-04-20","MSFT","141.69",5875,"-4.71","Auto"
1742,"2024-05-01","AMZN","520.78",1580,"-0.52","Retail"
1743,"2024-06-14","TSLA","814.10",2301,"-3.29","Tech"
1744,"2024-05-23","TSLA","280.93",7788,"0.47","Tech"
1745,"2024-04-14","TSLA","669.24",10049,"2.88","Auto"
1746,"2024-03-03","AAPL","797.60",9687,"4.01","Retail"
1747,"2024-01-11","AMZN","808.66",7893,"-3.84","Tech"
1748,"2024-04-12","AMZN","870.91",9464,"3.94","Tech"
1749,"2024-01-04","TSLA","779.53",8163,"4.33","Retail"
1750,"2024-05-06","AAPL","360.65",6057,"3.32","Auto"
1751,"2024-01-13","TSLA","286.49",9434,"-1.86","Auto"
1752,"2024-06-03","AMZN","808.85",4350,"1.16","Tech"
1753,"2024-02-04","AMZN","487.59",5702,"-4.30","Tech"
1754,"2024-01-30","GOOG","242.49",10307,"-0.37","Tech"
1755,"2024-04-19","GOOG","789.40",10797,"0.72","Tech"
1756,"2024-02-02","AAPL","487.13",5934,"-1.76","Auto"
1757,"2024-03-26","GOOG","657.45",1076,"2.83","Tech"
1758,"2024-05-10","AAPL","269.58",2601,"-4.38","Tech"
1759,"2024-03-28","AAPL","208.70",7122,"2.44","Auto"
1760,"2024-05-18","AAPL","258.38",4507,"4.71","Tech"
1761,"2024-01-12","AAPL","753.36",6095,"3.31","Auto"
1762,"2024-05-13","AAPL","456.21",4783,"1.58","Auto"
1763,"2024-04-11","GOOG","859.05",8694,"-1.00","Retail"
1764,"2024-02-24","AAPL","599.23",4857,"-3.33","Tech"
1765,"2024-06-09","AMZN","922.43",1439,"4.68","Tech"
1766,"2024-01-11","AAPL","400.09",4003,"-2.45","Retail"
1767,"2024-02-10","AAPL","481.70",8301,"-1.02","Auto"
1768,"2024-02-16","GOOG","440.48",8287,"-0.04","Tech"
1769,"2024-03-28","AMZN","807.49",3294,"1.84","Retail"
1770,"2024-03-10","AMZN","687.75",2349,"-4.90","Retail"
1771,"2024-01-08","AAPL","910.57",8296,"4.11","Retail"
1772,"2024-06-07","MSFT","334.43",10118,"-2.81","Retail"
1773,"2024-02-13","GOOG","460.42",4212,"-1.88","Auto"
1774,"2024-06-03","MSFT","388.90",1175,"-4.53","Retail"
1775,"2024-01-25","MSFT","971.15",8601,"-4.27","Auto"
1776,"2024-05-18","MSFT","497.09",5617,"-1.85","Tech"
1777,"2024-01-04","GOOG","576.42",1372,"0.62","Retail"
1778,"2024-04-19","AMZN","313.91",5485,"-2.54","Retail"
1779,"2024-05-25","TSLA","390.49",9030,"4.66","Retail"
1780,"2024-04-12","MSFT","115.31",4665,"-4.86","Retail"
1781,"2024-01-09","TSLA","744.20",5469,"2.22","Auto"
1782,"2024-04-13","TSLA","405.36",10740,"-0.18","Auto"
1783,"2024-02-20","AAPL","195.70",3800,"3.34","Auto"
1784,"2024-02-24","TSLA","259.74",6169,"0.72","Retail"
1785,"2024-02-02","GOOG","208.32",2640,"3.78","Tech"
1786,"2024-03-22","AMZN","327.04",4621,"4.63","Tech"
1787,"2024-06-06","AMZN","597.68",6758,"-2.39","Tech"
1788,"2024-04-06","GOOG","153.43",7580,"-1.78","Tech"
1789,"2024-03-22","AAPL","840.76",7814,"-1.87","Tech"
1790,"2024-02-10","AMZN","868.97",2303,"1.99","Auto"
1791,"2024-02-10","TSLA","470.81",6150,"-2.13","Auto"
1792,"2024-06-10","GOOG","169.27",1743,"-1.51","Retail"
1793,"2024-04-22","GOOG","821.21",5601,"-2.86","Auto"
1794,"2024-02-05","TSLA","216.03",2601,"-1.90","Auto"
1795,"2024-05-10","AMZN","441.93",2634,"1.80","Auto"
1796,"2024-05-09","TSLA","514.46",1917,"-0.01","Tech"
1797,"2024-03-16","TSLA","803.98",7518,"-0.66","Auto"
1798,"2024-03-26","AMZN","299.57",4920,"1.95","Retail"
1799,"2024-06-05","AAPL","628.68",6051,"-2.67","Auto"
1800,"2024-05-09","GOOG","751.68",3831,"-4.98","Retail"
1801,"2024-02-03","MSFT","287.55",10816,"0.14","Retail"
1802,"2024-03-22","AMZN","176.62",8149,"-2.70","Retail"
1803,"2024-01-25","MSFT","489.78",5403,"-1.85","Retail"
1804,"2024-04-17","TSLA","671.15",9554,"-3.49","Tech"
1805,"2024-05-26","TSLA","529.42",7991,"-4.77","Auto"
1806,"2024-03-03","GOOG","203.85",5310,"-1.69","Retail"
1807,"2024-04-03","AAPL","116.11",1729,"-2.92","Auto"
1808,"2024-05-24","MSFT","287.14",2095,"0.92","Retail"
1809,"2024-05-19","GOOG","817.48",10182,"-1.88","Retail"
1810,"2024-01-13","MSFT","147.97",4905,"-2.32","Retail"
1811,"2024-03-11","AMZN","502.81",4689,"-1.72","Auto"
1812,"2024-05-27","GOOG","601.15",1735,"4.96","Retail"
1813,"2024-02-23","GOOG","690.78",8359,"4.78","Retail"
1814,"2024-02-12","AAPL","852.80",9682,"-2.62","Retail"
1815,"2024-01-29","AAPL","839.33",9038,"-4.72","Retail"
1816,"2024-06-12","AAPL","518.10",9404,"5.00","Retail"
1817,"2024-06-28","AMZN","952.46",6614,"-4.81","Auto"
1818,"2024-04-29","GOOG","310.46",1372,"-2.19","Retail"
1819,"2024-05-06","AAPL","472.09",8792,"-3.13","Retail"
1820,"2024-02-10","GOOG","835.73",8873,"-4.85","Auto"
1821,"2024-05-06","AAPL","783.59",5394,"0.11","Auto"
1822,"2024-02-16","AMZN","735.39",6727,"4.60","Auto"
1823,"2024-05-04","AAPL","390.65",4882,"3.19","Retail"
1824,"2024-06-25","AAPL","847.31",4761,"1.68","Auto"
1825,"2024-04-12","TSLA","287.61",3730,"0.56","Tech"
1826,"2024-01-06","TSLA","294.22",6010,"-3.04","Tech"
1827,"2024-04-13","TSLA","579.56",1712,"-2.60","Auto"
1828,"2024-01-16","TSLA","267.80",5068,"2.23","Retail"
1829,"2024-03-09","TSLA","303.63",7417,"-0.47","Tech"
1830,"2024-03-31","MSFT","904.01",6161,"2.69","Tech"
1831,"2024-05-25","MSFT","697.22",5438,"-1.03","Auto"
1832,"2024-02-26","AAPL","948.43",2582,"3.64","Auto"
1833,"2024-02-08","TSLA","728.20",10709,"-4.98","Auto"
1834,"2024-06-17","TSLA","943.28",6803,"0.11","Auto"
1835,"2024-04-08","AAPL","568.00",9648,"3.46","Tech"
1836,"2024-06-12","AAPL","771.12",1943,"-3.79","Tech"
1837,"2024-01-08","TSLA","560.79",9861,"3.37","Auto"
1838,"2024-06-09","GOOG","665.31",7564,"-3.08","Auto"
1839,"2024-06-01","GOOG","160.61",1520,"2.21","Tech"
1840,"2024-04-12","TSLA","834.44",3017,"-3.71","Auto"
1841,"2024-06-26","TSLA","401.44",7728,"3.25","Tech"
1842,"2024-02-19","AAPL","316.08",7670,"-4.68","Tech"
1843,"2024-03-17","GOOG","300.88",1666,"-4.65","Tech"
1844,"2024-01-21","AAPL","156.56",6566,"-0.04","Retail"
1845,"2024-05-16","AMZN","953.61",9177,"-4.15","Retail"
1846,"2024-01-14","TSLA","707.41",7577,"3.58","Tech"
1847,"2024-06-16","AAPL","234.84",8345,"-1.79","Tech"
1848,"2024-01-03","AAPL","797.03",10291,"-0.24","Retail"
1849,"2024-06-29","MSFT","579.67",7945,"1.41","Tech"
1850,"2024-03-18","TSLA","517.91",1205,"-2.94","Auto"
1851,"2024-04-28","AMZN","671.03",9703,"-1.08","Auto"
1852,"2024-06-12","AAPL","698.95",4189,"0.04","Retail"
1853,"2024-02-27","GOOG","317.96",9577,"2.03","Tech"
1854,"2024-02-15","MSFT","262.39",10199,"4.71","Retail"
1855,"2024-02-16","AMZN","181.01",3651,"2.99","Retail"
1856,"2024-06-19","AAPL","949.70",1222,"-0.49","Retail"
1857,"2024-06-18","AMZN","614.77",7461,"0.71","Tech"
1858,"2024-03-21","AMZN","326.62",6579,"-3.07","Retail"
1859,"2024-03-17","TSLA","662.21",6474,"-0.09","Auto"
1860,"2024-01-06","GOOG","405.87",2730,"4.19","Retail"
1861,"2024-03-06","MSFT","866.62",8197,"-3.96","Tech"
1862,"2024-03-11","TSLA","771.36",3037,"3.23","Retail"
1863,"2024-01-15","MSFT","629.53",2741,"3.97","Tech"
1864,"2024-06-22","GOOG","428.46",4470,"-2.74","Tech"
1865,"2024-06-07","TSLA","572.68",3352,"3.23","Retail"
1866,"2024-05-08","AMZN","972.02",7981,"0.47","Retail"
1867,"2024-02-17","TSLA","411.88",2136,"-3.70","Auto"
1868,"2024-03-15","MSFT","307.15",2993,"4.07","Retail"
1869,"2024-01-20","AMZN","325.27",9479,"4.47","Retail"
1870,"2024-05-20","AAPL","866.00",10707,"-3.21","Retail"
1871,"2024-06-22","AAPL","745.91",6501,"-1.33","Auto"
1872,"2024-02-27","MSFT","173.20",10650,"4.82","Retail"
1873,"2024-02-26","AMZN","500.88",1532,"1.77","Retail"
1874,"2024-05-17","AAPL","933.19",4393,"-3.92","Auto"
1875,"2024-03-02","AMZN","911.32",4648,"-0.23","Auto"
1876,"2024-06-07","AMZN","716.40",1832,"1.23","Retail"
1877,"2024-03-15","MSFT","435.75",9001,"1.72","Auto"
1878,"2024-03-27","MSFT","588.57",3559,"4.47","Auto"
1879,"2024-05-27","MSFT","381.45",1351,"-2.06","Tech"
1880,"2024-04-07","GOOG","617.97",9145,"3.08","Retail"
1881,"2024-05-12","GOOG","512.50",7770,"-4.11","Retail"
1882,"2024-04-01","TSLA","327.12",1410,"-0.45","Tech"
1883,"2024-03-27","TSLA","652.32",4091,"4.55","Retail"
1884,"2024-04-16","TSLA","249.02",3797,"-1.68","Auto"
1885,"2024-02-05","AMZN","267.34",3546,"-1.23","Retail"
1886,"2024-05-18","AMZN","510.18",1174,"-3.47","Tech"
1887,"2024-01-07","MSFT","513.63",5539,"2.30","Retail"
1888,"2024-05-29","AAPL","765.33",1486,"4.66","Tech"
1889,"2024-06-28","GOOG","911.80",9598,"-4.72","Tech"
1890,"2024-06-02","AAPL","976.58",8036,"-3.30","Tech"
1891,"2024-03-04","AAPL","533.09",2619,"-4.29","Auto"
1892,"2024-05-08","GOOG","530.75",8983,"2.02","Tech"
1893,"2024-01-29","GOOG","830.45",5279,"-2.69","Tech"
1894,"2024-04-23","AAPL","950.16",6100,"-4.05","Auto"
1895,"2024-05-15","GOOG","650.84",8566,"-1.67","Auto"
1896,"2024-04-13","AAPL","136.26",6643,"-1.37","Auto"
1897,"2024-02-10","TSLA","867.61",7563,"-1.23","Tech"
1898,"2024-01-22","MSFT","152.31",5487,"1.31","Tech"
1899,"2024-03-30","MSFT","504.62",10678,"4.14","Tech"
1900,"2024-04-12","AMZN","874.87",9868,"-2.36","Retail"
1901,"2024-05-23","AAPL","706.95",7324,"-0.77","Retail"
1902,"2024-05-29","MSFT","324.93",4156,"3.23","Auto"
1903,"2024-06-11","MSFT","213.70",6557,"4.67","Tech"
1904,"2024-02-15","MSFT","839.98",9297,"4.05","Retail"
1905,"2024-05-25","GOOG","112.95",2373,"-0.10","Auto"
1906,"2024-03-25","TSLA","730.16",8180,"-2.78","Retail"
1907,"2024-01-23","AMZN","579.38",5676,"0.04","Retail"
1908,"2024-01-23","AMZN","417.04",2365,"-2.97","Auto"
1909,"2024-04-13","AMZN","816.55",5373,"-1.33","Retail"
1910,"2024-05-11","GOOG","348.79",7680,"-2.18","Tech"
1911,"2024-06-21","MSFT","346.86",3366,"2.68","Retail"
1912,"2024-01-10","TSLA","464.86",10490,"1.78","Tech"
1913,"2024-01-23","AMZN","750.95",5539,"-4.99","Retail"
1914,"2024-06-19","AAPL","683.48",5506,"-2.72","Retail"
1915,"2024-04-03","TSLA","748.69",7933,"4.34","Retail"
1916,"2024-06-04","TSLA","661.83",10692,"-4.55","Auto"
1917,"2024-02-14","MSFT","632.67",4793,"0.64","Retail"
1918,"2024-06-06","TSLA","829.70",8780,"0.38","Tech"
1919,"2024-04-08","TSLA","332.13",10193,"2.68","Tech"
1920,"2024-06-09","GOOG","501.93",8898,"3.14","Auto"
1921,"2024-05-04","MSFT","368.23",5141,"1.57","Retail"
1922,"2024-03-16","AAPL","440.93",1648,"4.87","Auto"
1923,"2024-04-08","GOOG","737.78",1822,"-1.11","Auto"
1924,"2024-01-03","AAPL","599.99",9569,"-0.90","Auto"
1925,"2024-05-21","AAPL","158.74",10040,"-0.91","Retail"
1926,"2024-04-17","TSLA","453.56",6162,"-2.85","Tech"
1927,"2024-05-14","MSFT","316.63",10171,"3.01","Auto"
1928,"2024-01-31","MSFT","300.73",8448,"-0.70","Retail"
1929,"2024-01-15","GOOG","164.53",9384,"1.41","Retail"
1930,"2024-01-23","AMZN","927.35",2353,"-3.36","Retail"
1931,"2024-06-08","TSLA","566.45",10126,"-3.32","Retail"
1932,"2024-05-21","AAPL","849.19",3891,"2.13","Tech"
1933,"2024-01-04","MSFT","606.25",7156,"4.98","Tech"
1934,"2024-01-07","GOOG","418.68",4476,"-4.42","Tech"
1935,"2024-06-23","AMZN","316.49",9610,"-2.87","Retail"
1936,"2024-02-01","GOOG","599.29",4537,"-3.29","Auto"
1937,"2024-04-26","AMZN","146.16",3299,"0.94","Auto"
1938,"2024-04-07","AMZN","546.12",5986,"3.45","Retail"
1939,"2024-03-31","MSFT","883.55",7871,"-4.94","Retail"
1940,"2024-06-24","AMZN","382.51",4629,"-3.38","Tech"
1941,"2024-03-13","TSLA","740.65",10369,"0.04","Tech"
1942,"2024-02-03","AAPL","244.14",1607,"-4.41","Tech"
1943,"2024-06-07","MSFT","628.79",1715,"-2.82","Retail"
1944,"2024-01-27","TSLA","204.16",7732,"2.93","Retail"
1945,"2024-04-04","AMZN","552.01",1998,"4.03","Retail"
1946,"2024-06-02","TSLA","561.85",7941,"2.67","Tech"
1947,"2024-06-19","AAPL","631.74",6245,"3.09","Auto"
1948,"2024-06-01","GOOG","881.02",7165,"1.18","Retail"
1949,"2024-03-22","MSFT","122.03",3333,"1.62","Auto"
1950,"2024-01-15","MSFT","612.20",1963,"-4.00","Retail"
1951,"2024-01-06","AMZN","610.09",3528,"-1.51","Auto"
1952,"2024-05-07","TSLA","226.29",1882,"-0.11","Auto"
1953,"2024-02-29","AAPL","424.34",5637,"-1.21","Auto"
1954,"2024-02-08","AMZN","310.70",10129,"2.44","Auto"
1955,"2024-04-13","TSLA","436.69",1009,"2.88","Auto"
1956,"2024-06-05","MSFT","547.77",5816,"-1.17","Tech"
1957,"2024-01-06","GOOG","574.21",4101,"-0.35","Tech"
1958,"2024-02-18","AMZN","953.92",2363,"-1.30","Retail"
1959,"2024-06-18","MSFT","655.54",9790,"-1.94","Auto"
1960,"2024-06-08","AMZN","643.17",7238,"1.97","Tech"
1961,"2024-05-11","AAPL","798.98",3422,"-2.92","Retail"
1962,"2024-02-29","MSFT","611.43",10975,"-4.46","Auto"
1963,"2024-01-08","MSFT","137.17",4944,"0.92","Auto"
1964,"2024-04-16","GOOG","504.85",8671,"3.15","Tech"
1965,"2024-06-05","GOOG","220.90",3283,"-3.52","Retail"
1966,"2024-02-24","GOOG","754.00",6660,"-1.90","Auto"
1967,"2024-05-21","AAPL","606.02",2999,"-4.89","Retail"
1968,"2024-04-20","GOOG","273.93",2956,"-0.42","Auto"
1969,"2024-06-18","AMZN","105.03",1523,"-1.88","Retail"
1970,"2024-05-27","AMZN","147.70",7778,"2.75","Auto"
1971,"2024-04-18","MSFT","241.84",7465,"3.54","Retail"
1972,"2024-05-08","GOOG","229.58",9775,"0.06","Tech"
1973,"2024-02-02","GOOG","286.64",10389,"-3.16","Retail"
1974,"2024-04-26","AAPL","104.21",6041,"2.06","Retail"
1975,"2024-04-18","TSLA","140.70",6457,"3.68","Retail"
1976,"2024-01-13","AAPL","503.71",6151,"2.25","Tech"
1977,"2024-05-16","TSLA","285.87",5328,"-5.00","Retail"
1978,"2024-02-05","TSLA","362.21",5027,"0.31","Auto"
1979,"2024-03-25","AAPL","216.69",1529,"-3.86","Auto"
1980,"2024-02-27","MSFT","108.00",4946,"-0.61","Retail"
1981,"2024-04-01","AAPL","130.19",8030,"3.23","Auto"
1982,"2024-06-22","AMZN","998.77",10873,"-0.04","Tech"
1983,"2024-03-15","GOOG","209.84",1951,"-1.53","Tech"
1984,"2024-01-17","AAPL","732.16",10630,"3.90","Retail"
1985,"2024-04-04","TSLA","987.60",9288,"1.62","Retail"
1986,"2024-05-26","TSLA","694.00",3388,"-2.23","Auto"
1987,"2024-03-20","GOOG","289.75",5399,"-3.47","Retail"
1988,"2024-05-25","GOOG","966.25",2840,"4.12","Auto"
1989,"2024-05-07","MSFT","573.60",1936,"-0.76","Retail"
1990,"2024-01-18","GOOG","258.98",5411,"-4.72","Tech"
1991,"2024-03-09","AAPL","768.94",6411,"-1.52","Tech"
1992,"2024-04-08","MSFT","720.82",8887,"-3.05","Auto"
1993,"2024-03-22","MSFT","854.31",1218,"1.14","Auto"
1994,"2024-03-20","TSLA","326.92",1278,"-2.78","Retail"
1995,"2024-04-17","TSLA","197.81",2122,"-2.68","Retail"
1996,"2024-03-02","GOOG","305.59",6050,"4.89","Tech"
1997,"2024-03-14","MSFT","943.30",10815,"2.07","Tech"
1998,"2024-01-16","MSFT","566.53",9890,"-0.52","Tech"
1999,"2024-02-11","TSLA","596.41",10840,"-4.55","Auto"
2000,"2024-03-09","MSFT","446.03",5248,"3.07","Tech"
